region,gr,84.004,84.010,84.011,84.013,84.041,84.060,84.141,84.144,84.149,84.165,84.184,84.196,84.215,84.282,84.287,84.295,84.299,84.330,84.336,84.350,84.351,84.354,84.356,84.358,84.360,84.362,84.363,84.365,84.366,84.367,84.368,84.369,84.371,84.374,84.377,year
alabama,0.816320710829922,0,226839000,2135130,955174,2177149,1610922,0,60000,0,0,0,1046309,0,0,17422148,0,0,537248,0,0,3e+05,0,0,4416293,1616050,0,0,4983230,2685939,38511453,0,6330371,0,0,0,2012
alaska,0.723180873180873,0,36301069,7221686,244135,105273133,12280825,0,0,0,0,0,164751,401525,0,5643199,0,2321223,16698,0,0,0,0,11993431,232038,0,0,751221,2113384,744840,11480065,0,3541678,0,0,1556643,2012
arizona,0.75589159919418,0,317013525,6814352,1479666,105065095,10021296,475000,60000,425000,1994945,5391256,1330033,1977772,13073685,24198421,0,2332393,506352,4116546,210402,0,0,0,3463100,0,0,946425,20074122,3410418,38483857,0,7753124,0,0,11631026,2012
arkansas,0.851321045914582,0,156765642,5465494,375459,679044,290341,0,60000,0,0,0,676306,291387,1710915,11915040,0,0,0,0,0,0,0,0,4692470,0,0,0,3642913,1611191,23448512,0,5079885,0,0,5795143,2012
california,0.873997119193374,749454,1635383501,134760620,1567686,68839391,5967008,3600201,0,2957982,12237715,10750713,7462157,18793847,2793750,124077384,0,1269927,8286436,7947267,4466750,4164128,0,0,8866081,4106470,0,4727486,166577439,17876173,285586319,0,30238573,0,0,63020218,2012
colorado,0.771178143811603,699600,152180498,7295360,552516,22462218,669804,474253,60000,849077,1226731,0,654048,0,5047293,11717063,0,0,653573,0,0,0,0,0,2389844,2641191,0,1481462,13112304,1699715,27133216,0,6592095,0,0,5773975,2012
connecticut,0.878518500869648,0,106317174,0,1609936,4426342,17095,0,0,0,7634926,0,465976,1474162,0,8021705,0,0,633980,0,0,0,0,0,1227860,2276753,0,0,6750524,887579,22523428,0,5452426,0,0,3865927,2012
delaware,0.808106910809214,0,42536875,302638,476774,52225,0,0,120000,0,0,0,190232,0,0,5643199,0,0,58476,0,263522,0,0,0,139745,0,0,0,1230843,744840,11480067,0,3602526,0,0,1542937,2012
district of columbia,0.622485243232241,0,48511358,0,1216094,1156950,0,0,0,0,0,0,195297,1121199,1897236,5643199,15056398,0,0,0,0,0,0,0,0,0,645933,0,1536909,744840,11480067,0,3279828,0,0,1846097,2012
florida,0.760767651304153,749984,738779700,23561534,1547243,6437366,130585,844190,60000,418084,13456625,0,3386786,778979,21397238,58059259,0,0,761162,0,1586971,838700,0,0,2707933,2194797,0,1320948,43010932,8120268,109526229,0,14811060,0,4064721,0,2012
georgia,0.736128030579417,0,522805628,8179101,1164195,17644665,0,442504,0,422483,0,0,2206876,1300807,1,40361648,0,0,382357,3524519,1158452,249696,0,0,6660042,1592543,0,747226,15988604,5260953,64183201,0,10307735,0,0,19233337,2012
hawaii,0.825776754890679,0,46762228,832114,339161,73980076,0,0,120000,0,0,0,204243,0,0,5643199,0,0,492687,0,0,0,0,0,0,0,33135523,0,3857892,744840,11480066,0,3874218,0,0,0,2012
illinois,0.832172233683009,0,644897280,1976414,1147451,15138941,188646,0,60000,0,0,0,2885828,1221330,0,50297549,6371745,0,1721335,7615264,277716,1594880,0,0,6780611,5633781,0,1853809,31600185,5282424,98888001,0,12182729,0,0,23665476,2012
indiana,0.870128609170276,734979,258435176,5694800,573838,1874542,0,0,0,0,3850088,0,1178404,1360451,2147073,19490325,0,0,387776,110450,0,0,0,0,2136325,0,0,0,8709513,2899118,41442505,0,7724033,0,0,9351905,2012
iowa,0.897207748830995,0,78577735,1666098,515488,459145,315692,0,0,0,0,3270359,386238,297552,0,5956271,0,0,41576,0,0,0,0,0,4666140,1503038,0,0,3907545,940605,18781393,0,5123932,0,0,2863652,2012
kansas,0.865169585964511,677961,109947556,11953899,314539,28367666,1182091,918102,60000,773575,0,2273208,483238,349217,0,8648128,0,0,85765,2137816,0,254609,0,0,4297197,0,0,638589,4816041,1048080,19227919,1757103,5104716,0,0,4493151,2012
kentucky,0.902683695928215,0,225835722,7656783,962033,2517735,0,938581,60000,0,0,0,985391,7002818,0,17355104,0,0,394457,404235,1,0,0,0,5241425,0,0,0,4059827,2210718,37842135,0,5992802,0,0,8437046,2012
louisiana,0.768097037655393,0,296562472,2558808,1708383,11560152,942688,433486,0,0,3771853,3214991,1242840,673091,0,21441365,0,0,46568,1147929,0,298521,0,0,3504714,0,0,1024909,3057371,2550206,54080041,0,6242079,0,0,10197153,2012
maine,0.858355345679923,0,52232540,1211045,225917,1591880,160948,291510,0,0,0,0,226920,355030,0,5643199,0,0,69197,0,0,0,0,0,2811521,0,0,0,1101907,744840,11480066,0,3815260,0,0,1949584,2012
maryland,0.851908159864255,656371,184028123,523255,1583465,6356801,70124,456135,0,0,0,3075963,880105,0,0,14262844,0,0,963303,0,400396,221566,0,0,185088,0,0,0,10400845,1470908,34726823,1926577,6966494,0,0,6751847,2012
massachusetts,0.860500622103119,0,216953578,1666499,2606350,404709,69040,0,60000,0,2853375,0,924385,376538,3209161,16482734,0,99198,388857,0,0,0,5e+06,0,1270560,3373113,0,741750,15273505,1707316,43657101,0,7204698,0,0,7873933,2012
michigan,0.831916909998791,0,538783471,8860681,809474,7724361,2618875,474000,60000,831882,0,5606693,2279817,1647366,4611413,41284256,0,0,463181,0,0,274875,0,0,5832539,0,0,649157,10916550,4663571,95633347,0,9923477,0,0,19665584,2012
minnesota,0.80734665846043,0,157879559,2143247,245550,18584876,3771106,0,60000,0,2097948,0,708233,7354675,2441900,12439164,0,1036321,0,0,231344,274162,0,0,3758162,0,0,556164,8589712,1603345,32934745,0,6743120,0,0,5911583,2012
mississippi,0.757793952636863,0,193221814,1072406,830310,927105,471650,472080,60000,0,866639,0,798439,409066,0,14433678,0,0,187710,0,1323852,0,0,0,5226055,0,0,1525920,1642315,2071960,35730726,0,5188546,0,0,6828481,2012
missouri,0.88054401395102,0,240402649,1570264,1379450,10518177,87035,412855,60000,407090,0,867965,991680,1143054,855330,18987498,0,0,407703,1082523,0,0,0,0,7980960,1269277,0,0,5853814,2412599,41810546,0,7158030,0,0,9002867,2012
montana,0.835043720930232,0,44814477,1041687,113007,43050371,3561827,0,60000,0,0,0,195408,0,0,5643199,0,2559671,67084,0,0,0,0,0,5460696,0,0,0,1085504,744840,11480066,0,3649643,0,0,1645333,2012
nebraska,0.870912447017,0,63749450,5270429,407328,14467413,886144,0,60000,0,0,0,323910,251825,0,5643199,0,1221757,20927,0,0,0,0,0,4136584,789941,0,0,2667028,744840,11755893,0,4329308,0,0,2439910,2012
nevada,0.698628849123445,0,99175732,244823,442335,2160479,761774,0,120000,0,0,0,495665,0,0,7643861,0,0,248657,0,0,296753,0,0,149694,3423967,0,0,9183756,1162496,12308013,0,4931036,0,0,3597564,2012
new hampshire,0.879605661959115,0,40491612,151313,482204,9609,0,0,120000,0,0,0,173671,0,1372212,5643199,0,0,10408,0,0,0,0,0,2361369,0,0,0,1221545,744840,11480066,0,3858987,0,0,1476402,2012
new jersey,0.879438861514523,0,300249946,2030255,1989515,20223453,54836,0,60000,0,0,0,1349728,0,4057153,22798466,0,0,349294,2780169,276534,624064,8e+06,0,1978476,0,0,0,22440333,2538055,54855510,0,9096178,0,0,10827610,2012
new mexico,0.708946147440219,0,115270171,953105,360409,56321645,7624685,896626,120000,1678851,0,0,534853,792730,0,8729513,0,503447,102081,0,0,0,0,0,1915639,0,0,1172108,5715018,1269260,19038238,0,4511669,0,0,4132255,2012
new york,0.793651652785315,613986,1163547458,10227112,2944065,54401783,1914407,0,60000,424158,13489793,0,4842885,6880084,22575043,87348119,5730364,0,1984721,4882060,637177,3884581,0,0,4203804,935763,0,2653721,58203506,8036036,203761040,0,15631636,0,0,41376581,2012
north carolina,0.854963021458903,0,392835320,5831021,2266788,18222049,3669119,466585,60000,0,0,0,1841344,2899767,0,30382826,0,162669,702847,1411798,0,0,0,0,6780650,0,0,599130,15739992,4733183,53672170,0,9706560,0,0,14484742,2012
north dakota,0.857465175462095,0,34506396,241933,81912,20910465,1898270,0,120000,0,0,0,162932,530274,0,5643199,0,1152578,0,0,0,0,0,0,989232,0,0,0,1002226,744840,11480066,0,3429251,0,0,1236025,2012
ohio,0.825396223085069,0,574819917,2745468,934651,1928235,0,0,60000,0,0,56031,2625826,1211750,0,44561817,0,0,284938,1523165,2732834,0,0,0,6289378,0,0,0,10372608,5268605,90691008,0,11021049,0,0,21032921,2012
oklahoma,0.844095489898511,0,156428522,1587352,307332,41227842,25256826,0,60000,0,0,0,719404,1718411,0,11863563,0,862743,0,0,0,0,0,0,10237903,0,0,0,4887029,1896140,27850425,0,5709418,0,0,5626617,2012
oregon,0.714594002464741,734980,146593673,10601578,707622,3395173,1980470,1366307,60000,849786,0,0,661079,269899,0,11468489,0,616677,352158,0,0,0,0,0,3217159,3509814,0,0,8623939,1543635,23500557,6273320,5537061,0,0,5793113,2012
pennsylvania,0.866367564585823,0,553742465,9370874,966956,4288943,0,0,60000,424800,0,0,2592529,0,350970,41145417,0,0,771915,0,449125,574597,0,0,2300432,2340106,0,1207867,15283202,4561474,97761553,0,11241692,0,0,19633684,2012
rhode island,0.808947930574099,570590,49354025,0,445734,2123978,0,0,0,0,0,0,214602,0,1,5643199,0,0,59451,0,0,0,0,0,176654,0,0,0,3427404,744840,11480066,0,3661399,0,0,0,2012
south carolina,0.778299320364719,0,219650852,580634,1472773,1419162,20172,0,120000,0,3587016,3080621,956824,344424,2589949,17183734,0,0,425636,1126370,0,286640,0,0,3179131,0,0,712480,4759962,2330551,30486587,0,6146897,0,0,8119089,2012
south dakota,0.828637198746353,0,43855439,865751,139292,45858481,3817397,0,120000,0,0,0,192986,0,0,5643199,0,1242373,420042,1044826,0,0,0,0,1178691,0,0,693333,1107581,744840,11480066,0,3580785,0,0,1606097,2012
tennessee,0.862874094357921,0,275560848,594916,481690,2395885,0,0,120000,0,3771496,3082818,1282640,1057893,2352939,21168384,0,0,202006,0,0,259000,0,0,5165364,0,0,578266,6432204,3273638,41558177,0,7397889,0,0,0,2012
texas,0.88966148501898,750912,1361853064,60979922,2176935,79718344,646613,3177581,60000,2475797,3907988,0,6206438,7548979,4671736,104440061,0,247866,2006084,497659,2420398,561795,0,0,14545616,2442101,0,3077433,105248503,15226261,199765691,0,23231837,0,0,51189930,2012
utah,0.829920760697306,0,83064246,1909074,967445,8431328,1347822,0,60000,0,0,0,431238,799808,0,6287988,0,0,138828,0,0,0,0,0,799847,0,0,0,5212126,1151366,15963822,0,5500851,0,0,3044477,2012
vermont,0.86818390102337,0,33639511,655883,616860,403161,229263,0,120000,0,0,0,162932,0,0,5643199,0,0,18168,0,0,0,0,0,771,0,0,0,504288,744840,11480066,0,3383699,0,0,0,2012
virginia,0.847930075548877,0,239464234,821347,1771086,45146660,12410,0,120000,0,0,49298,998884,746924,0,18840833,0,0,188905,957518,270448,299771,0,0,2185166,0,0,1432796,11624874,2231272,43107324,0,8434496,0,0,8918470,2012
washington,0.765862226335205,0,210848257,15628872,1037005,38075669,4169359,1814289,60000,2524135,0,0,951225,1165519,0,16504291,0,1478715,461578,0,0,565628,0,0,2998961,3235048,0,0,17959407,2324644,39624953,0,7604340,0,0,8328669,2012
west virginia,0.815959693828118,0,91791374,0,955287,18446,0,0,0,0,0,2068709,421023,0,0,7098334,0,0,52629,0,0,0,0,0,2848223,0,0,0,610453,823952,20407688,0,4138140,0,0,3358459,2012
wisconsin,0.880079887571208,0,216422082,657103,671308,11991582,2634048,474818,120000,0,0,3272547,1047593,2728306,18573500,16549247,0,1109361,426050,0,0,773721,0,0,4244788,0,0,0,7842837,2097051,39701497,0,6930667,0,0,7813440,2012
wyoming,0.778570272259014,0,32895366,241098,646207,6568340,917132,0,0,0,0,0,162932,417409,0,5643199,0,579269,0,0,0,0,0,0,10486,0,0,0,5e+05,744840,11480066,0,3385888,0,0,1198433,2012
alabama,0.779706131260794,0,56056070,2139281,954954,3439036,1644140,0,0,0,0,575465,1009502,2487995,0,16592039,0,0,745358,0,287683,299390,0,0,4661277,1753625,0,0,3657569,3011829,11672934,0,6333266,67309,0,8035396,2011
alaska,0.701785537149092,0,8629836,7235727,238129,136581147,11633625,0,0,0,0,1091933,163241,1425655,190761,5653883,0,2135758,21390,0,647953,0,0,32819226,184976,0,0,750865,1956060,871257,3483632,0,3537277,150000,0,1636914,2011
arizona,0.768891256767653,0,78241742,6827600,1502389,171502096,9855372,475000,0,424940,2065371,8338160,1402919,2907506,6950129,23186233,0,2547281,611064,4591005,1744308,0,0,0,2800907,0,0,704020,23034013,4208022,11713507,0,7726173,150000,8182610,11382786,2011
arkansas,0.839297768666251,0,39316450,5476120,516815,864134,304173,0,66666,0,0,749999,690431,0,5210414,11883151,0,0,0,0,469289,0,0,0,4206468,0,0,0,3226326,2000806,7128232,0,5069585,150000,0,5890593,2011
california,0.861393772707898,751041,407233022,135022620,1649089,85854087,5594911,3262821,0,3780455,15161975,33325881,7189733,34521798,96767462,134122758,0,671271,11277567,6451879,4654140,4481372,0,0,7063272,4518359,0,4258703,165972660,20102918,81642534,0,30244931,841329,3003229,69095854,2011
colorado,0.758920271838223,681931,39819587,7309544,675787,23963971,696254,474603,66666,394573,1421412,1319136,678943,1358836,5187971,11808418,0,0,633060,0,1224272,0,0,0,2141322,3e+06,0,1465314,12771526,2046594,8241084,0,6551376,146692,9757858,5933129,2011
connecticut,0.874071886882129,0,30306615,0,2040420,5316158,0,0,0,0,7623750,0,465012,1812074,0,8674872,0,0,830475,0,192821,0,0,0,1045978,2241918,0,0,6441067,1036350,6831128,0,5476919,150000,0,4231455,2011
delaware,0.81825,0,9756103,303226,377465,61601,0,0,0,0,0,0,187881,664853,0,5653883,0,0,67431,0,201742,0,0,0,123081,0,0,0,1032081,871257,3483631,0,3603729,0,0,1544373,2011
district of columbia,0.589020388349515,0,11072099,0,357173,1268798,0,0,0,0,0,1042069,223306,0,5376294,5653883,14307134,0,146828,0,782749,6691385,0,0,0,0,0,-313468,1123667,871257,3483631,0,3274725,145900,0,1792591,2011
florida,0.751987002621675,751064,172431926,23607342,1685300,9004190,77512,828488,66666,411489,15911287,2920151,3364395,10744748,21420201,56090414,0,0,3093732,0,2527781,1020035,0,0,3087206,2486941,0,1445897,42878108,9215675,33218815,0,14796652,266506,4782940,27742866,2011
georgia,0.714223500982962,0,127627496,8195003,1040810,24466458,0,439932,0,421533,0,6099405,2338478,11011388,0,39743543,0,0,864759,3445288,2270543,522570,0,0,7060613,1778730,0,734779,16340418,6182309,19492750,0,10269793,26289263,0,19333421,2011
hawaii,0.812195095407386,0,11245045,833732,361034,44058448,0,0,133333,0,0,0,214183,3158279,102182,5653883,0,0,659874,0,0,0,0,0,0,0,33969835,0,3351954,871257,3483632,0,3871726,0,0,1589360,2011
illinois,0.823911480133643,0,163534493,1980256,1111282,22403957,166828,0,66666,0,1782878,2671520,2913975,7997009,3323402,46106456,6668630,0,2557053,7144533,753623,1825794,0,0,6745531,5221108,0,1745086,31364349,6496153,30033491,0,12238873,208475,0,22145132,2011
indiana,0.865193886830354,728032,67379743,5705872,542283,2514238,0,0,0,0,3990644,4592320,1129111,5720178,3e+06,18854670,0,0,442368,209876,0,0,0,0,1374604,0,0,0,7838398,3251776,12565424,0,7729895,147061,0,9240201,2011
iowa,0.897386390815594,0,21519173,1669338,402355,627955,105216,0,0,0,0,6146790,345069,1742869,0,5995052,0,0,60102,0,0,0,0,0,3295754,1500375,0,0,2951355,1068679,5693966,0,5118260,41176,0,2939883,2011
kansas,0.85784279163084,678904,29210981,11977140,352576,25835356,1272496,921860,66666,791849,559321,3063682,501010,38506,0,7877318,0,0,94556,1968527,0,253166,0,0,3884742,0,0,594911,4395747,1189390,5829533,0,5100444,150000,0,4214063,2011
louisiana,0.74739313924622,0,73794365,2563783,1801095,8311522,938462,426768,0,0,9196428,5420078,1242184,2076911,5832186,22831362,0,0,63034,1504407,4241481,277369,0,0,3641579,0,0,698836,2980281,2990243,16395638,0,6237611,29100693,3970717,11063331,2011
maine,0.848932870038688,0,13609682,1213399,195881,2179465,149316,288828,0,0,0,1908352,235071,1809132,0,5653883,0,0,71922,0,0,0,0,0,2757924,0,0,0,1076182,871257,3483632,0,3825814,150000,0,1977732,2011
maryland,0.838509640437728,642347,45148193,524272,1514231,6041216,74020,446265,133333,0,0,3077302,826898,3255841,375000,14003620,0,0,1053118,0,279830,446311,0,0,103521,0,0,0,10081381,1618199,10521959,0,6981686,0,416989,6759365,2011
massachusetts,0.856369984482376,0,59072520,1669739,2682418,502063,77497,0,66666,0,4925625,3725232,955551,9954861,1575562,16514111,0,299196,1444168,0,2664999,0,0,0,1027348,3838855,0,741399,12969911,2061460,13245609,0,7236907,150000,895646,8023626,2011
michigan,0.822773960446247,0,134022275,8877908,351720,7861866,2574807,472577,0,424367,0,8647504,2391894,4358596,4739943,40417309,0,257553,552970,0,0,274158,0,0,5188113,1124214,0,693564,10894290,5658928,29025548,0,10040252,286930,4457877,19650049,2011
minnesota,0.784228766319495,0,44433059,2147414,253181,19030336,3643708,0,66666,0,2150219,49641,720651,2227199,0,9836416,0,1091049,658556,0,228827,274162,0,0,3394088,0,0,574206,8344163,1829425,9985802,0,6740334,145758,0,4787344,2011
mississippi,0.752272967342508,0,48015016,1074491,859268,3059021,447967,472080,66666,0,949959,5163092,836765,687232,0,15386896,0,0,915529,0,1253668,0,0,0,5405501,0,0,1723908,1829825,2538242,10848996,0,5193703,150000,0,7418518,2011
missouri,0.864754468248801,0,58152090,1573317,1532662,17950990,86357,463165,66666,403990,0,1486254,1100009,2299886,4614292,18306451,0,0,986699,1235467,0,0,0,0,7960072,1430864,0,0,5500088,3079319,12714081,0,7169892,150000,0,8860652,2011
montana,0.831550093674726,0,10052449,1043712,122685,43161992,3262098,0,66666,0,0,2741692,198425,393033,0,5653883,0,2090125,43968,0,0,0,0,0,4495074,0,0,0,1131715,871257,3483632,0,3649089,7870180,0,1682039,2011
nebraska,0.861130274237853,0,16435563,5280675,323846,20508844,843194,0,66666,0,0,49800,276922,5233964,0,5653883,0,1005136,19496,0,0,0,0,0,3566615,878334,0,0,2634260,871257,3567071,0,4318452,150000,0,2439822,2011
nevada,0.622523287748804,0,22502221,245298,255413,3798639,725830,0,133333,0,0,0,443175,0,90351,7046037,0,0,341802,0,0,350000,0,0,70605,3019336,0,0,9019735,1207913,3723933,0,4923542,14625391,0,3389978,2011
new hampshire,0.868061780170255,0,9756103,151607,452184,4980,0,0,133333,0,0,0,179991,0,2947300,5653883,0,0,26611,0,0,0,0,0,2036817,0,0,0,937080,871257,3483632,0,3875823,150000,0,1470409,2011
new jersey,0.872701594851707,0,82434485,2034202,2196932,10796341,36969,0,66666,0,0,720710,1321687,4994824,1191913,22811967,0,0,481219,2673372,683196,612726,0,0,1648123,0,0,0,20556638,2933645,16637114,0,9139615,82894,0,11064048,2011
new mexico,0.711925577050329,0,27755670,954958,276471,101029882,6631246,894276,133333,1259374,0,3664297,505749,5951798,4555030,8653281,0,464346,143857,0,1929997,0,0,0,1656351,0,0,1011910,5030889,1383863,5765150,0,4505267,150000,0,4178928,2011
new york,0.790472774895951,598790,280135793,10246996,2883473,32839383,1353216,0,66666,423753,13442775,13443954,5064155,17866909,32195344,95069053,6269636,0,3582096,4124671,1945792,4804994,9983395,0,3191839,1042892,0,2192249,53757900,9781450,59292065,0,15765500,298976,1197783,45906187,2011
north carolina,0.839511008656379,0,96043041,5842357,1300945,19773247,3398332,461955,66666,0,0,6541266,1760579,5195491,118890,29257512,0,544258,679704,1356201,1766132,283960,0,0,6434252,0,0,1761344,15073450,5322092,16278173,0,9644744,117998,764903,14237736,2011
north dakota,0.855440707258708,0,8130559,242404,75617,25323241,1681977,0,133333,0,0,0,163241,408627,0,5653883,0,925319,0,0,0,0,0,0,505746,0,0,0,999996,871257,3483631,0,3424063,150000,0,1313523,2011
ohio,0.817968492853291,0,146791305,2750805,1842457,3097534,0,0,66666,0,0,3740580,2582216,4202922,3938060,40590417,0,0,401289,1914937,3687457,0,0,0,5205573,0,0,0,8947422,6148589,27514183,0,11096071,120539,13615413,19582289,2011
oregon,0.709183994818306,728032,37970582,10622190,1140475,3785948,2035365,1704986,0,847744,0,5601397,664393,1102409,226169,11264982,0,1067748,417511,0,0,0,0,0,2795347,4009062,0,0,8267313,1756721,7126954,0,5533264,150000,7891213,5816476,2011
pennsylvania,0.855676593612327,0,141016011,9389093,768384,3006904,0,0,66666,424500,0,2396612,2384170,5634428,1172721,44262277,0,1,763710,0,1692872,573503,0,0,1772115,2628172,0,964863,13581648,5053589,29617021,0,11308440,38900894,503777,21534479,2011
rhode island,0.781092827004219,571170,12701763,0,577080,1757733,0,0,0,0,0,0,217679,447336,4877043,5653883,0,0,82795,0,0,0,0,0,74041,0,0,0,2663643,871257,3483632,0,3670712,150000,0,1817469,2011
south carolina,0.751441848065892,0,54677522,581763,1436527,1955845,20097,0,133333,0,3792930,6013394,995582,6270917,3458716,16710233,0,0,1162503,1127734,0,397237,0,0,3532504,0,0,749578,5060403,2757646,9258436,0,6134580,150000,30865,8067374,2011
south dakota,0.829163660216464,0,9756103,867434,143809,54932690,3632324,0,133333,0,0,39555,194199,1057356,0,5653883,0,1792436,427832,1046608,634127,0,0,0,997746,0,0,693006,901532,871257,3392172,0,3576728,0,2150869,1638017,2011
tennessee,0.873388849167963,0,68129847,596073,539631,5396201,0,0,133333,0,3732018,4537316,1227251,2040992,8338113,21081223,0,0,245939,0,0,602217,0,0,5277956,0,0,523549,5846451,3702254,12603432,0,7383337,150000,0,10110900,2011
texas,0.884774821591707,751304,329248633,61098478,2331823,102624979,392057,3137948,66666,2869380,9786717,9157686,6051924,12470603,9881240,102765038,0,247866,4331048,1006296,5277027,252363,0,0,15437293,2736957,0,3512890,102914776,17633540,60610991,0,22888175,68249370,22578589,51428374,2011
utah,0.800696103195429,0,20993546,1912786,875700,9623676,1233024,0,66666,0,0,0,364540,7494713,0,5653883,0,288211,137148,0,0,0,0,0,594247,0,0,0,5276547,1162788,4825971,0,5445475,4479,0,2638311,2011
vermont,0.876805658420975,0,7840690,657158,607075,309335,0,0,133333,0,0,46484,163241,0,0,5653883,0,0,34200,0,0,0,0,0,0,0,0,0,5e+05,871257,3483632,0,3391858,-7028,0,1262942,2011
virginia,0.832786618931336,0,63691514,822944,1851202,41276548,15115,0,133333,0,0,2095414,1091498,2113208,239526,19361507,0,0,222362,946130,548442,276105,0,0,2059665,0,0,1934151,11220634,2733278,13092685,0,8413984,146790,0,9351868,2011
washington,0.769990897285736,0,56941177,15659257,1031945,51680334,4262888,1786685,66666,2480920,0,0,957434,4965461,0,14596503,0,1104166,2328282,0,0,1171414,0,0,3189429,2342258,0,0,16822335,2663206,12018301,0,7598877,138621,0,7585698,2011
west virginia,0.794894969991426,0,23649354,0,900672,25111,0,0,0,0,0,2117474,420004,336144,0,6893813,0,0,54230,0,487448,0,0,0,2755079,0,0,0,714535,1007298,6190149,0,4141396,150000,0,3324544,2011
wisconsin,0.878963202605749,0,55060333,658381,1118047,14297477,2440277,867773,133333,330795,0,5992453,958800,9170446,2582282,14031373,0,420730,650000,0,128759,757831,0,0,3511127,0,0,0,7347050,2291127,12026497,10486195,6951770,3e+05,0,6757717,2011
wyoming,0.790930011689071,0,7757608,241567,582840,16610146,931227,0,0,0,0,1484069,163241,759601,103603,5653883,0,302976,0,0,0,0,0,0,13864,0,0,0,5e+05,871257,3483632,0,3383472,85111,0,1216459,2011
alabama,0.751843451597314,0,55368548,2143680,808777,2753229,1680372,0,0,0,0,4140267,973459,4926186,0,18672524,0,0,169850,0,408209,3e+05,0,0,4454302,1651537,0,0,3775906,2970619,19534451,0,6620965,0,9838321,8926656,2010
alaska,0.68385587863464,0,9214605,7250605,256257,121983630,11277068,0,32190,0,0,916709,167945,6174793,0,5733988,0,1900621,18336,0,648056,0,0,33079097,296895,0,0,754249,1832893,897878,5888914,0,3574452,0,616320,1655369,2010
arizona,0.782396050437682,762771,76803820,6841639,1491022,176431353,9890956,475000,27498,417193,2376751,11355588,1364296,6047133,1277078,22251467,0,2179532,1317035,5032511,669222,312943,0,0,2974749,0,0,1153184,24019108,4208375,21108054,2486738,8400772,0,50803868,10754978,2010
arkansas,0.806923782266804,0,39619800,5487380,336446,378465,306907,0,97231,0,0,749998,694429,1758909,3434163,12731189,0,0,0,0,0,0,0,0,4859108,0,0,0,3301528,2067263,12175964,0,5248191,0,3321143,6188796,2010
california,0.832237485607319,0,432621862,135300252,1785574,82838244,6348701,3591199,150118,3819332,16493990,43430943,7965987,61915058,83455776,127884670,0,377461,7308184,9361634,3286870,4722001,8300000,0,8533583,4465641,0,4868467,173295391,21268018,139022859,0,32736050,13881637,51261340,64081739,2010
colorado,0.741264938423033,654567,40459250,7324574,638348,17432138,731710,469275,98923,809273,2334368,6155098,695305,5500373,15249174,12564764,0,1,1298624,0,963677,0,0,0,2230116,3e+06,0,1450481,11172245,2017019,14099826,0,6841822,0,14972695,6119330,2010
connecticut,0.851882047631077,0,31755649,0,1336723,4682064,0,0,0,0,7220947,375000,505558,6526505,1675403,8243660,0,0,941787,0,0,0,0,0,1141569,2732987,0,0,5680977,1157780,11217481,0,5659092,0,4489748,3929761,2010
delaware,0.794451622447973,0,10095517,303849,530710,51912,0,0,25788,0,0,328177,185558,2897266,0,5733988,0,0,43400,0,0,0,0,0,140218,0,0,0,1170713,897878,5888913,0,3655375,0,0,1626978,2010
district of columbia,0.589453248811411,641381,10963521,0,360718,908112,0,0,0,0,0,745558,216333,3032107,9287150,5733988,14627354,0,32164,0,1659806,16066062,0,0,0,0,0,751735,740158,809557,5888913,0,3342189,0,0,1921930,2010
florida,0.712398129361113,764137,172145327,23655883,2146780,8163445,67249,1130299,113023,405086,15006389,11834821,3283463,24456259,12529382,53949204,0,0,3150460,0,3102884,1564075,0,0,2962430,2370617,0,1457583,44368036,8849866,56518105,0,15869095,0,59902947,26206426,2010
georgia,0.689084118119007,0,126483130,8211853,1209576,22318811,0,454178,33075,416805,0,8546923,2319108,12766761,13166249,39385349,0,0,1526063,3452608,2622078,508995,0,0,6642300,1446950,0,740339,16360443,6126433,34163036,0,11155428,0,0,18904099,2010
hawaii,0.804142029416134,0,10095160,835446,329733,38057476,0,0,159611,0,0,0,187868,8197903,152600,5733988,0,0,66159,0,0,0,0,0,0,0,33788457,0,2934485,897878,5888914,0,3896165,0,0,1694018,2010
illinois,0.838159631440011,0,159025904,1984328,1193188,21899630,138524,0,66666,0,0,7829368,2696886,14861483,6011477,47342120,6623475,0,2403077,6505726,1159154,1645753,0,0,7218577,6426042,0,1827111,30536177,6513736,49739336,1918845,13161815,19312661,8243732,22555328,2010
indiana,0.868907828282828,0,66206287,5717604,618317,432745,0,0,30777,0,3990901,7886435,1101072,8281410,14852838,19512797,0,0,275830,732452,0,0,0,0,1438202,0,0,0,7108071,3325664,21519499,0,8090024,0,25673407,9437827,2010
iowa,0.890399463194563,0,21238737,1672770,392625,420030,216826,0,0,0,0,7486791,352694,18592353,0,5976008,0,0,50174,0,0,303204,0,0,4805988,1417614,0,0,3159457,1127860,22198602,0,5265881,0,0,2880380,2010
kansas,0.839742391396154,704072,26755833,12001767,312205,25478969,1223955,883348,103234,368374,1007711,3952100,461590,5907885,0,8090773,0,0,651577,1804042,208908,131191,0,0,3777413,0,0,617922,3791209,1128219,9577185,1126307,5223194,0,0,4123587,2010
louisiana,0.729899384308932,0,78285309,2569054,1665315,7431774,884755,422172,27875,0,6174072,7523974,1348735,13840503,0,21699014,0,0,37294,1371281,2428730,624025,0,0,4254678,0,0,1851846,3146887,3384297,26643722,0,6577771,1503818,48284172,10403770,2010
