region,long,lat,group,order,subregion,rho
north carolina,-81.0448837280273,35.1108551025391,39,9605,main,0.611862917615694
north carolina,-81.0276870727539,35.1337738037109,39,9606,main,0.611862917615694
north carolina,-81.0219650268555,35.1624183654785,39,9607,main,0.611862917615694
north carolina,-81.3256301879883,35.1738777160645,39,9608,main,0.611862917615694
north carolina,-81.3657379150391,35.1738777160645,39,9609,main,0.611862917615694
north carolina,-81.7725372314453,35.1910667419434,39,9610,main,0.611862917615694
north carolina,-81.8699417114258,35.1910667419434,39,9611,main,0.611862917615694
north carolina,-81.9845275878906,35.1967964172363,39,9612,main,0.611862917615694
north carolina,-82.2194366455078,35.1967964172363,39,9613,main,0.611862917615694
north carolina,-82.276741027832,35.1967964172363,39,9614,main,0.611862917615694
north carolina,-82.3168487548828,35.1910667419434,39,9615,main,0.611862917615694
north carolina,-82.3626861572266,35.1967964172363,39,9616,main,0.611862917615694
north carolina,-82.3798751831055,35.1967964172363,39,9617,main,0.611862917615694
north carolina,-82.4027862548828,35.2082557678223,39,9618,main,0.611862917615694
north carolina,-82.4085235595703,35.2082557678223,39,9619,main,0.611862917615694
north carolina,-82.4428939819336,35.1738777160645,39,9620,main,0.611862917615694
north carolina,-82.4772720336914,35.1853370666504,39,9621,main,0.611862917615694
north carolina,-82.5001983642578,35.1738777160645,39,9622,main,0.611862917615694
north carolina,-82.5918655395508,35.1395034790039,39,9623,main,0.611862917615694
north carolina,-82.6434326171875,35.1280403137207,39,9624,main,0.611862917615694
north carolina,-82.6720733642578,35.1280403137207,39,9625,main,0.611862917615694
north carolina,-82.6949996948242,35.1337738037109,39,9626,main,0.611862917615694
north carolina,-82.7007293701172,35.116584777832,39,9627,main,0.611862917615694
north carolina,-82.7007293701172,35.0993957519531,39,9628,main,0.611862917615694
north carolina,-82.7522964477539,35.0764770507813,39,9629,main,0.611862917615694
north carolina,-82.7694854736328,35.0707473754883,39,9630,main,0.611862917615694
north carolina,-82.7866744995117,35.082202911377,39,9631,main,0.611862917615694
north carolina,-82.8038558959961,35.082202911377,39,9632,main,0.611862917615694
north carolina,-82.8668899536133,35.0650177001953,39,9633,main,0.611862917615694
north carolina,-82.9872055053711,35.0249099731445,39,9634,main,0.611862917615694
north carolina,-83.00439453125,35.0191802978516,39,9635,main,0.611862917615694
north carolina,-83.1075286865234,34.9905319213867,39,9636,main,0.611862917615694
north carolina,-83.1361770629883,34.996265411377,39,9637,main,0.611862917615694
north carolina,-83.5143280029297,34.9905319213867,39,9638,main,0.611862917615694
north carolina,-83.5830841064453,34.9905319213867,39,9639,main,0.611862917615694
north carolina,-83.9497756958008,34.9790725708008,39,9640,main,0.611862917615694
north carolina,-84.0185317993164,34.9790725708008,39,9641,main,0.611862917615694
north carolina,-84.1445846557617,34.9790725708008,39,9642,main,0.611862917615694
north carolina,-84.3221969604492,34.9905319213867,39,9643,main,0.611862917615694
north carolina,-84.3221969604492,34.996265411377,39,9644,main,0.611862917615694
north carolina,-84.2935485839844,35.2197151184082,39,9645,main,0.611862917615694
north carolina,-84.2878189086914,35.2369041442871,39,9646,main,0.611862917615694
north carolina,-84.2419815063477,35.265552520752,39,9647,main,0.611862917615694
north carolina,-84.2190704345703,35.254093170166,39,9648,main,0.611862917615694
north carolina,-84.2076034545899,35.2426338195801,39,9649,main,0.611862917615694
north carolina,-84.1732330322266,35.2369041442871,39,9650,main,0.611862917615694
north carolina,-84.1273956298828,35.2426338195801,39,9651,main,0.611862917615694
north carolina,-84.093017578125,35.254093170166,39,9652,main,0.611862917615694
north carolina,-84.0529098510742,35.2827415466309,39,9653,main,0.611862917615694
north carolina,-84.0242614746094,35.2942008972168,39,9654,main,0.611862917615694
north carolina,-84.0185317993164,35.3113899230957,39,9655,main,0.611862917615694
north carolina,-84.0242614746094,35.3343086242676,39,9656,main,0.611862917615694
north carolina,-84.0128021240234,35.3514938354492,39,9657,main,0.611862917615694
north carolina,-84.0128021240234,35.3686828613281,39,9658,main,0.611862917615694
north carolina,-84.0128021240234,35.4087905883789,39,9659,main,0.611862917615694
north carolina,-83.9841537475586,35.4259834289551,39,9660,main,0.611862917615694
north carolina,-83.9497756958008,35.4603576660156,39,9661,main,0.611862917615694
north carolina,-83.8982086181641,35.4947357177734,39,9662,main,0.611862917615694
north carolina,-83.8409118652344,35.5291137695313,39,9663,main,0.611862917615694
north carolina,-83.7893447875977,35.5405731201172,39,9664,main,0.611862917615694
north carolina,-83.7377853393555,35.5634918212891,39,9665,main,0.611862917615694
north carolina,-83.6804885864258,35.5749473571777,39,9666,main,0.611862917615694
north carolina,-83.6575698852539,35.5749473571777,39,9667,main,0.611862917615694
north carolina,-83.5945434570313,35.569221496582,39,9668,main,0.611862917615694
north carolina,-83.5143280029297,35.5577583312988,39,9669,main,0.611862917615694
north carolina,-83.4914093017578,35.569221496582,39,9670,main,0.611862917615694
north carolina,-83.4513092041016,35.5978660583496,39,9671,main,0.611862917615694
north carolina,-83.4283828735352,35.6207847595215,39,9672,main,0.611862917615694
north carolina,-83.3997344970703,35.6265144348145,39,9673,main,0.611862917615694
north carolina,-83.37109375,35.6437034606934,39,9674,main,0.611862917615694
north carolina,-83.3538970947266,35.6551666259766,39,9675,main,0.611862917615694
north carolina,-83.3252563476563,35.6666221618652,39,9676,main,0.611862917615694
north carolina,-83.2966003417969,35.6666221618652,39,9677,main,0.611862917615694
north carolina,-83.2794189453125,35.6780815124512,39,9678,main,0.611862917615694
north carolina,-83.2564926147461,35.7010002136231,39,9679,main,0.611862917615694
north carolina,-83.2221221923828,35.7239189147949,39,9680,main,0.611862917615694
north carolina,-83.1648254394531,35.7468376159668,39,9681,main,0.611862917615694
north carolina,-83.1075286865234,35.7697563171387,39,9682,main,0.611862917615694
north carolina,-83.0559616088867,35.7869453430176,39,9683,main,0.611862917615694
north carolina,-83.0215835571289,35.7869453430176,39,9684,main,0.611862917615694
north carolina,-82.9986724853516,35.7869453430176,39,9685,main,0.611862917615694
north carolina,-82.9642868041992,35.8041305541992,39,9686,main,0.611862917615694
north carolina,-82.9413681030274,35.8155937194824,39,9687,main,0.611862917615694
north carolina,-82.912727355957,35.8557014465332,39,9688,main,0.611862917615694
north carolina,-82.8955307006836,35.8728866577148,39,9689,main,0.611862917615694
north carolina,-82.912727355957,35.8900756835938,39,9690,main,0.611862917615694
north carolina,-82.9184494018555,35.9244537353516,39,9691,main,0.611862917615694
north carolina,-82.8898010253906,35.9359130859375,39,9692,main,0.611862917615694
north carolina,-82.8668899536133,35.9473724365234,39,9693,main,0.611862917615694
north carolina,-82.8267822265625,35.9301834106445,39,9694,main,0.611862917615694
north carolina,-82.8038558959961,35.9416427612305,39,9695,main,0.611862917615694
north carolina,-82.7866744995117,35.9588317871094,39,9696,main,0.611862917615694
north carolina,-82.7866744995117,35.9817504882813,39,9697,main,0.611862917615694
north carolina,-82.7522964477539,36.0046691894531,39,9698,main,0.611862917615694
north carolina,-82.6606216430664,36.0619659423828,39,9699,main,0.611862917615694
north carolina,-82.6377029418945,36.0619659423828,39,9700,main,0.611862917615694
north carolina,-82.6090545654297,36.0333137512207,39,9701,main,0.611862917615694
north carolina,-82.6205139160156,36.0046691894531,39,9702,main,0.611862917615694
north carolina,-82.6205139160156,35.9817504882813,39,9703,main,0.611862917615694
north carolina,-82.6090545654297,35.9702911376953,39,9704,main,0.611862917615694
north carolina,-82.5804061889649,35.9645576477051,39,9705,main,0.611862917615694
north carolina,-82.5460357666016,35.9645576477051,39,9706,main,0.611862917615694
north carolina,-82.5059280395508,35.9760208129883,39,9707,main,0.611862917615694
north carolina,-82.4830017089844,35.9932098388672,39,9708,main,0.611862917615694
north carolina,-82.4428939819336,36.0161285400391,39,9709,main,0.611862917615694
north carolina,-82.4085235595703,36.0447769165039,39,9710,main,0.611862917615694
north carolina,-82.4027862548828,36.0619659423828,39,9711,main,0.611862917615694
north carolina,-82.3855972290039,36.0848846435547,39,9712,main,0.611862917615694
north carolina,-82.3454895019531,36.1135292053223,39,9713,main,0.611862917615694
north carolina,-82.3168487548828,36.1192588806152,39,9714,main,0.611862917615694
north carolina,-82.276741027832,36.1192588806152,39,9715,main,0.611862917615694
north carolina,-82.2538223266602,36.1192588806152,39,9716,main,0.611862917615694
north carolina,-82.2194366455078,36.1364479064941,39,9717,main,0.611862917615694
north carolina,-82.1736068725586,36.1421775817871,39,9718,main,0.611862917615694
north carolina,-82.1506881713867,36.1307182312012,39,9719,main,0.611862917615694
north carolina,-82.1334991455078,36.1135292053223,39,9720,main,0.611862917615694
north carolina,-82.1163101196289,36.1078033447266,39,9721,main,0.611862917615694
north carolina,-82.0819320678711,36.1020698547363,39,9722,main,0.611862917615694
north carolina,-82.0475616455078,36.1192588806152,39,9723,main,0.611862917615694
north carolina,-82.0131759643555,36.1364479064941,39,9724,main,0.611862917615694
